id,ab42_design,tfr1_design,domain_order,linker_id,linker_name,linker_len,total_len,arm1_plddt,arm2_plddt,mean_arm_plddt,min_arm_plddt,linker_plddt,inter_domain_pae,ptm,pass_arm1_plddt,pass_arm2_plddt,pass_inter_pae,pass_ptm_soft,pass_all,rank,panel_selected
fusion_s967366m11_s766452m12_v3,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v3,GS5,25,167,91.88,85.64,88.76,85.64,38.81,25.28,0.49,True,True,True,False,True,119,False
fusion_s578974m11_s766452m12_v9,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,166,84.84,92.65,88.75,84.84,63.87,25.27,0.53,True,True,True,False,True,120,False
fusion_s578974m11_s938332m1_v4,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v4,EAAAK,17,159,92.1,85.38,88.74,85.38,71.56,23.33,0.58,True,True,True,False,True,121,False
fusion_s578974m11_s938332m1_v7,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,162,86.02,91.37,88.69,86.02,39.71,21.02,0.56,True,True,True,False,True,122,False
fusion_s967366m11_s255454m5_v1,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v1,GS3,15,148,92.64,84.66,88.65,84.66,43.33,23.4,0.56,True,True,True,False,True,123,False
fusion_s578974m11_s938332m1_v8,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,167,85.88,91.28,88.58,85.88,40.43,21.19,0.54,True,True,True,False,True,124,False
fusion_s480128m17_s938332m1_v9,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,tfr1-ab,v9,EAAAK,17,152,86.48,90.64,88.56,86.48,59.4,23.76,0.53,True,True,True,False,True,125,False
fusion_s480128m17_s255454m5_v1,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,ab-tfr1,v1,GS3,15,148,91.16,85.96,88.56,85.96,44.13,24.2,0.54,True,True,True,False,True,126,False
fusion_s311742m16_s694877m7_v5,ab42_l90_s311742_mpnn16,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,146,90.39,86.7,88.55,86.7,51.35,24.26,0.56,True,True,True,False,True,127,False
fusion_s311742m16_s255454m5_v5,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,ab-tfr1,v5,PAPAP,5,146,91.29,85.76,88.53,85.76,58.07,22.57,0.59,True,True,True,False,True,128,False
fusion_s967366m11_s694877m7_v9,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v9,EAAAK,17,150,85.54,91.46,88.5,85.54,61.33,24.21,0.54,True,True,True,False,True,129,False
fusion_s480128m17_s766452m12_v1,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,ab-tfr1,v1,GS3,15,157,90.63,86.32,88.47,86.32,42.19,24.75,0.51,True,True,True,False,True,130,False
fusion_s843399m18_s766452m12_v1,ab42_l71_s843399_mpnn18,tfr1_l60_s766452_mpnn12,ab-tfr1,v1,GS3,15,146,92.21,84.74,88.47,84.74,40.41,25.76,0.46,True,True,True,False,True,131,False
fusion_s480128m17_s255454m5_v5,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,ab-tfr1,v5,PAPAP,5,138,91.71,85.21,88.46,85.21,62.16,20.68,0.59,True,True,True,False,True,132,False
fusion_s578974m11_s694877m7_v4,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v4,EAAAK,17,157,91.76,85.09,88.43,85.09,71.86,22.73,0.58,True,True,True,False,True,133,False
fusion_s967366m11_s938332m1_v9,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v9,EAAAK,17,152,85.56,91.26,88.41,85.56,56.79,25.88,0.52,True,True,True,False,True,134,False
fusion_s311742m16_s694877m7_v6,ab42_l90_s311742_mpnn16,tfr1_l51_s694877_mpnn7,tfr1-ab,v6,GS3,15,156,87.23,89.51,88.37,87.23,39.64,23.13,0.55,True,True,True,False,True,135,False
fusion_s311742m16_s255454m5_v3,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,ab-tfr1,v3,GS5,25,166,89.49,87.22,88.35,87.22,44.17,24.75,0.52,True,True,True,False,True,136,False
fusion_s843399m18_s766452m12_v5,ab42_l71_s843399_mpnn18,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,136,92.09,84.56,88.33,84.56,54.9,23.91,0.49,True,True,True,False,True,137,False
fusion_s967366m11_s694877m7_v5,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,138,91.92,84.72,88.32,84.72,55.46,22.32,0.58,True,True,True,False,True,138,False
fusion_s843399m18_s255454m5_v5,ab42_l71_s843399_mpnn18,tfr1_l51_s255454_mpnn5,ab-tfr1,v5,PAPAP,5,127,92.43,84.15,88.29,84.15,55.81,22.85,0.52,True,True,True,False,True,139,False
fusion_s311742m16_s766452m12_v2,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v2,GS4,20,170,89.67,86.9,88.28,86.9,43.85,23.42,0.53,True,True,True,False,True,140,False
fusion_s967366m11_s255454m5_v2,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v2,GS4,20,153,92.43,84.11,88.27,84.11,43.22,23.49,0.54,True,True,True,False,True,141,False
fusion_s480128m17_s766452m12_v5,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,147,91.09,85.43,88.26,85.43,61.07,22.78,0.55,True,True,True,False,True,142,False
fusion_s311742m16_s255454m5_v2,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,ab-tfr1,v2,GS4,20,161,89.58,86.93,88.25,86.93,45.4,24.61,0.53,True,True,True,False,True,143,False
fusion_s480128m17_s766452m12_v8,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,tfr1-ab,v8,GS5,25,167,85.02,91.44,88.23,85.02,39.51,23.52,0.5,True,True,True,False,True,144,False
fusion_s311742m16_s255454m5_v1,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,ab-tfr1,v1,GS3,15,156,89.74,86.7,88.22,86.7,47.01,24.51,0.55,True,True,True,False,True,145,False
fusion_s480128m17_s694877m7_v4,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,ab-tfr1,v4,EAAAK,17,150,91.77,84.67,88.22,84.67,66.21,23.06,0.57,True,True,True,False,True,146,False
fusion_s843399m18_s694877m7_v7,ab42_l71_s843399_mpnn18,tfr1_l51_s694877_mpnn7,tfr1-ab,v7,GS4,20,142,83.4,93.02,88.21,83.4,42.51,24.06,0.49,True,True,True,False,True,147,False
fusion_s311742m16_s694877m7_v8,ab42_l90_s311742_mpnn16,tfr1_l51_s694877_mpnn7,tfr1-ab,v8,GS5,25,166,87.42,88.97,88.19,87.42,37.84,23.99,0.52,True,True,True,False,True,148,False
fusion_s480128m17_s766452m12_v6,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,tfr1-ab,v6,GS3,15,157,83.48,92.89,88.19,83.48,41.7,23.08,0.54,True,True,True,False,True,149,False
fusion_s311742m16_s766452m12_v5,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,155,89.96,86.35,88.16,86.35,50.83,24.29,0.54,True,True,True,False,True,150,False
fusion_s311742m16_s694877m7_v7,ab42_l90_s311742_mpnn16,tfr1_l51_s694877_mpnn7,tfr1-ab,v7,GS4,20,161,87.35,88.91,88.13,87.35,38.74,23.76,0.53,True,True,True,False,True,151,False
fusion_s843399m18_s766452m12_v3,ab42_l71_s843399_mpnn18,tfr1_l60_s766452_mpnn12,ab-tfr1,v3,GS5,25,156,92.15,84.07,88.11,84.07,39.36,24.09,0.46,True,True,True,False,True,152,False
fusion_s311742m16_s766452m12_v8,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v8,GS5,25,175,87.38,88.75,88.06,87.38,39.06,23.84,0.51,True,True,True,False,True,153,False
fusion_s578974m11_s938332m1_v6,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,157,85.09,90.99,88.04,85.09,40.77,20.62,0.58,True,True,True,False,True,154,False
fusion_s480128m17_s255454m5_v7,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,tfr1-ab,v7,GS4,20,153,84.83,91.25,88.04,84.83,39.09,23.09,0.53,True,True,True,False,True,155,False
fusion_s480128m17_s255454m5_v3,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,ab-tfr1,v3,GS5,25,158,90.02,86.05,88.03,86.05,42.9,25.05,0.51,True,True,True,False,True,156,False
fusion_s480128m17_s766452m12_v7,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,tfr1-ab,v7,GS4,20,162,84.04,91.9,87.97,84.04,40.21,23.37,0.52,True,True,True,False,True,157,False
fusion_s311742m16_s766452m12_v1,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v1,GS3,15,165,89.7,86.19,87.94,86.19,45.0,22.41,0.55,True,True,True,False,True,158,False
fusion_s967366m11_s255454m5_v6,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v6,GS3,15,148,83.5,92.38,87.94,83.5,41.29,22.71,0.56,True,True,True,False,True,159,False
fusion_s311742m16_s766452m12_v3,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v3,GS5,25,175,89.29,86.52,87.91,86.52,43.99,23.15,0.52,True,True,True,False,True,160,False
fusion_s578974m11_s694877m7_v5,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,145,91.14,84.68,87.91,84.68,55.85,22.62,0.58,True,True,True,False,True,161,False
fusion_s480128m17_s255454m5_v8,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,tfr1-ab,v8,GS5,25,158,85.3,90.31,87.81,85.3,38.39,24.18,0.5,True,True,True,False,True,162,False
fusion_s311742m16_s938332m1_v8,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,168,87.63,87.96,87.79,87.63,39.16,23.11,0.51,True,True,True,False,True,163,False
fusion_s843399m18_s766452m12_v7,ab42_l71_s843399_mpnn18,tfr1_l60_s766452_mpnn12,tfr1-ab,v7,GS4,20,151,82.18,93.12,87.65,82.18,42.38,25.16,0.47,True,True,True,False,True,164,False
fusion_s967366m11_s766452m12_v9,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,159,83.58,91.5,87.54,83.58,61.39,24.19,0.52,True,True,True,False,True,165,False
fusion_s843399m18_s694877m7_v5,ab42_l71_s843399_mpnn18,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,127,91.44,83.47,87.45,83.47,48.35,23.92,0.52,True,True,True,False,True,166,False
fusion_s578974m11_s766452m12_v5,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,154,91.4,83.48,87.44,83.48,57.61,22.55,0.57,True,True,True,False,True,167,False
fusion_s480128m17_s766452m12_v9,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,159,83.98,90.81,87.4,83.98,60.21,23.18,0.53,True,True,True,False,True,168,False
fusion_s967366m11_s766452m12_v5,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,147,91.38,83.32,87.35,83.32,59.14,19.09,0.59,True,True,True,False,True,169,False
fusion_s311742m16_s766452m12_v7,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v7,GS4,20,170,86.79,87.74,87.27,86.79,38.57,23.38,0.52,True,True,True,False,True,170,False
fusion_s843399m18_s694877m7_v10,ab42_l71_s843399_mpnn18,tfr1_l51_s694877_mpnn7,tfr1-ab,v10,PAPAP,5,127,82.59,91.77,87.18,82.59,60.92,19.86,0.55,True,True,True,False,True,171,False
fusion_s843399m18_s255454m5_v8,ab42_l71_s843399_mpnn18,tfr1_l51_s255454_mpnn5,tfr1-ab,v8,GS5,25,147,81.19,92.69,86.94,81.19,39.18,22.64,0.48,True,True,True,False,True,172,False
fusion_s843399m18_s938332m1_v2,ab42_l71_s843399_mpnn18,tfr1_l53_s938332_mpnn1,ab-tfr1,v2,GS4,20,144,91.35,82.28,86.81,82.28,41.3,23.11,0.49,True,True,True,False,True,173,False
fusion_s311742m16_s938332m1_v7,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,163,87.13,86.29,86.71,86.29,38.07,22.74,0.52,True,True,True,False,True,174,False
fusion_s311742m16_s938332m1_v10,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,tfr1-ab,v10,PAPAP,5,148,85.7,87.26,86.48,85.7,55.43,21.51,0.57,True,True,True,False,True,175,False
fusion_s311742m16_s694877m7_v10,ab42_l90_s311742_mpnn16,tfr1_l51_s694877_mpnn7,tfr1-ab,v10,PAPAP,5,146,84.27,88.65,86.46,84.27,52.92,22.01,0.58,True,True,True,False,True,176,False
fusion_s311742m16_s766452m12_v6,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v6,GS3,15,165,85.05,86.92,85.98,85.05,38.93,23.02,0.53,True,True,True,False,True,177,False
fusion_s311742m16_s938332m1_v6,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,158,84.73,86.27,85.5,84.73,38.7,22.21,0.54,True,True,True,False,True,178,False
fusion_s311742m16_s422992m5_v9,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v9,EAAAK,17,177,85.43,84.14,84.78,84.14,58.22,23.62,0.5,True,True,True,False,True,179,False
fusion_s311742m16_s938332m1_v9,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,tfr1-ab,v9,EAAAK,17,160,84.84,83.1,83.97,83.1,48.41,24.63,0.52,True,True,True,False,True,180,False
fusion_s311742m16_s766452m12_v10,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v10,PAPAP,5,155,80.34,86.63,83.48,80.34,45.07,24.06,0.54,True,True,True,False,True,181,False
fusion_s311742m16_s694877m7_v9,ab42_l90_s311742_mpnn16,tfr1_l51_s694877_mpnn7,tfr1-ab,v9,EAAAK,17,158,84.71,81.9,83.31,81.9,58.01,23.6,0.52,True,True,True,False,True,182,False
fusion_s311742m16_s766452m12_v9,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,167,83.85,81.7,82.78,81.7,59.04,23.38,0.51,True,True,True,False,True,183,False
fusion_s480128m17_s766452m12_v10,ab42_l82_s480128_mpnn17,tfr1_l60_s766452_mpnn12,tfr1-ab,v10,PAPAP,5,147,79.22,93.05,86.13,79.22,62.13,22.76,0.56,False,True,True,False,False,,False
fusion_s480128m17_s938332m1_v5,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,ab-tfr1,v5,PAPAP,5,140,90.93,73.02,81.97,73.02,51.68,24.89,0.56,True,False,True,False,False,,False
fusion_s967366m11_s938332m1_v3,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v3,GS5,25,160,83.21,77.79,80.5,77.79,39.67,21.43,0.52,True,False,True,False,False,,False
fusion_s843399m18_s766452m12_v6,ab42_l71_s843399_mpnn18,tfr1_l60_s766452_mpnn12,tfr1-ab,v6,GS3,15,146,72.33,88.31,80.32,72.33,38.84,21.46,0.5,False,True,True,False,False,,False
fusion_s843399m18_s938332m1_v1,ab42_l71_s843399_mpnn18,tfr1_l53_s938332_mpnn1,ab-tfr1,v1,GS3,15,139,89.92,69.15,79.53,69.15,40.91,22.26,0.51,True,False,True,False,False,,False
fusion_s967366m11_s938332m1_v10,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v10,PAPAP,5,140,82.16,75.87,79.02,75.87,46.16,21.7,0.49,True,False,True,False,False,,False
fusion_s843399m18_s938332m1_v5,ab42_l71_s843399_mpnn18,tfr1_l53_s938332_mpnn1,ab-tfr1,v5,PAPAP,5,129,89.31,68.1,78.7,68.1,50.05,22.59,0.52,True,False,True,False,False,,False
fusion_s967366m11_s938332m1_v5,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v5,PAPAP,5,140,90.5,64.28,77.39,64.28,54.25,23.47,0.57,True,False,True,False,False,,False
fusion_s480128m17_s255454m5_v10,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,tfr1-ab,v10,PAPAP,5,138,65.33,87.5,76.41,65.33,59.63,10.29,0.73,False,True,False,True,False,,False
fusion_s480128m17_s938332m1_v3,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,ab-tfr1,v3,GS5,25,160,86.88,65.13,76.0,65.13,40.23,21.29,0.54,True,False,True,False,False,,False
fusion_s843399m18_s938332m1_v6,ab42_l71_s843399_mpnn18,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,139,62.42,89.48,75.95,62.42,36.53,21.92,0.52,False,True,True,False,False,,False
fusion_s480128m17_s938332m1_v1,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,ab-tfr1,v1,GS3,15,150,87.09,64.24,75.66,64.24,42.44,19.71,0.58,True,False,True,False,False,,False
fusion_s480128m17_s255454m5_v9,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,150,61.46,89.44,75.45,61.46,66.15,24.61,0.54,False,True,True,False,False,,False
fusion_s480128m17_s694877m7_v1,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,ab-tfr1,v1,GS3,15,148,84.86,66.04,75.45,66.04,41.37,13.22,0.65,True,False,False,True,False,,False
fusion_s480128m17_s938332m1_v2,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,ab-tfr1,v2,GS4,20,155,86.32,64.43,75.38,64.43,40.78,20.87,0.55,True,False,True,False,False,,False
fusion_s843399m18_s938332m1_v8,ab42_l71_s843399_mpnn18,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,149,62.06,88.65,75.36,62.06,36.31,21.43,0.5,False,True,True,False,False,,False
fusion_s578974m11_s255454m5_v9,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,157,58.39,91.49,74.94,58.39,61.82,27.69,0.54,False,True,True,False,False,,False
fusion_s843399m18_s766452m12_v10,ab42_l71_s843399_mpnn18,tfr1_l60_s766452_mpnn12,tfr1-ab,v10,PAPAP,5,136,64.54,85.07,74.81,64.54,50.3,19.07,0.55,False,True,True,False,False,,False
fusion_s480128m17_s938332m1_v6,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,150,64.3,84.9,74.6,64.3,39.25,19.17,0.56,False,True,True,False,False,,False
fusion_s843399m18_s938332m1_v7,ab42_l71_s843399_mpnn18,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,144,59.9,87.21,73.55,59.9,36.26,20.2,0.52,False,True,True,False,False,,False
fusion_s480128m17_s938332m1_v8,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,160,62.27,84.81,73.54,62.27,39.44,20.56,0.53,False,True,True,False,False,,False
fusion_s480128m17_s694877m7_v2,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,ab-tfr1,v2,GS4,20,153,83.98,62.83,73.41,62.83,40.37,15.03,0.61,True,False,True,True,False,,False
fusion_s843399m18_s255454m5_v9,ab42_l71_s843399_mpnn18,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,139,57.25,89.19,73.22,57.25,54.18,26.65,0.48,False,True,True,False,False,,False
fusion_s480128m17_s938332m1_v7,ab42_l82_s480128_mpnn17,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,155,61.72,83.93,72.83,61.72,36.65,19.87,0.55,False,True,True,False,False,,False
fusion_s480128m17_s255454m5_v6,ab42_l82_s480128_mpnn17,tfr1_l51_s255454_mpnn5,tfr1-ab,v6,GS3,15,148,56.88,86.09,71.48,56.88,40.05,12.26,0.68,False,True,False,True,False,,False
fusion_s480128m17_s694877m7_v3,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,ab-tfr1,v3,GS5,25,158,82.2,59.9,71.05,59.9,40.3,16.71,0.58,True,False,True,False,False,,False
fusion_s843399m18_s694877m7_v2,ab42_l71_s843399_mpnn18,tfr1_l51_s694877_mpnn7,ab-tfr1,v2,GS4,20,142,83.39,57.9,70.64,57.9,36.48,20.94,0.51,True,False,True,False,False,,False
fusion_s967366m11_s255454m5_v9,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,150,52.78,87.12,69.95,52.78,53.7,18.96,0.6,False,True,True,False,False,,False
fusion_s967366m11_s938332m1_v6,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,150,72.41,67.44,69.92,67.44,33.73,18.79,0.47,False,False,True,False,False,,False
fusion_s311742m16_s255454m5_v9,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,158,56.74,82.95,69.84,56.74,53.01,26.16,0.53,False,True,True,False,False,,False
fusion_s480128m17_s694877m7_v9,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,tfr1-ab,v9,EAAAK,17,150,56.94,82.38,69.66,56.94,46.26,20.58,0.54,False,True,True,False,False,,False
fusion_s578974m11_s422992m5_v7,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,179,54.99,83.77,69.38,54.99,35.2,21.99,0.54,False,True,True,False,False,,False
fusion_s843399m18_s422992m5_v7,ab42_l71_s843399_mpnn18,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,161,57.5,81.24,69.37,57.5,38.3,15.3,0.57,False,True,True,False,False,,False
fusion_s480128m17_s694877m7_v5,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,138,80.39,58.26,69.33,58.26,47.47,17.88,0.61,True,False,True,True,False,,False
fusion_s843399m18_s422992m5_v6,ab42_l71_s843399_mpnn18,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,156,57.14,81.42,69.28,57.14,39.89,15.54,0.57,False,True,True,False,False,,False
fusion_s967366m11_s938332m1_v1,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v1,GS3,15,150,76.16,61.99,69.08,61.99,38.54,14.8,0.59,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v2,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v2,GS4,20,153,82.5,54.71,68.61,54.71,36.5,20.24,0.57,True,False,True,False,False,,False
fusion_s578974m11_s422992m5_v6,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,174,53.43,83.73,68.58,53.43,34.91,21.58,0.56,False,True,True,False,False,,False
fusion_s480128m17_s694877m7_v7,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,tfr1-ab,v7,GS4,20,153,55.67,81.49,68.58,55.67,35.78,16.46,0.6,False,True,True,False,False,,False
fusion_s967366m11_s938332m1_v2,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v2,GS4,20,155,77.46,59.19,68.32,59.19,38.04,17.62,0.56,False,False,True,False,False,,False
fusion_s843399m18_s422992m5_v8,ab42_l71_s843399_mpnn18,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,166,55.72,80.55,68.13,55.72,37.45,16.19,0.54,False,True,True,False,False,,False
fusion_s967366m11_s694877m7_v8,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v8,GS5,25,158,52.87,83.24,68.05,52.87,35.61,20.84,0.55,False,True,True,False,False,,False
fusion_s480128m17_s694877m7_v10,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,tfr1-ab,v10,PAPAP,5,138,54.03,81.98,68.0,54.03,56.7,14.6,0.64,False,True,False,True,False,,False
fusion_s311742m16_s422992m5_v6,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,175,54.98,80.69,67.83,54.98,37.38,14.47,0.66,False,True,False,True,False,,False
fusion_s967366m11_s694877m7_v1,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v1,GS3,15,148,83.13,52.29,67.71,52.29,37.41,20.42,0.58,True,False,True,False,False,,False
fusion_s967366m11_s694877m7_v7,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v7,GS4,20,153,51.53,83.08,67.31,51.53,34.53,20.77,0.56,False,True,True,False,False,,False
fusion_s967366m11_s694877m7_v6,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v6,GS3,15,148,51.24,83.27,67.25,51.24,35.55,20.45,0.58,False,True,True,False,False,,False
fusion_s967366m11_s938332m1_v8,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,160,67.02,67.38,67.2,67.02,35.33,18.8,0.46,False,False,True,False,False,,False
fusion_s480128m17_s694877m7_v6,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,tfr1-ab,v6,GS3,15,148,51.83,81.93,66.88,51.83,38.32,18.17,0.58,False,True,True,False,False,,False
fusion_s311742m16_s422992m5_v7,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,180,53.89,79.63,66.76,53.89,35.7,14.51,0.64,False,False,False,True,False,,False
fusion_s480128m17_s694877m7_v8,ab42_l82_s480128_mpnn17,tfr1_l51_s694877_mpnn7,tfr1-ab,v8,GS5,25,158,51.37,81.45,66.41,51.37,38.88,18.36,0.55,False,True,True,False,False,,False
fusion_s480128m17_s422992m5_v6,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,167,51.77,80.4,66.09,51.77,43.92,14.04,0.65,False,True,False,True,False,,False
fusion_s843399m18_s694877m7_v8,ab42_l71_s843399_mpnn18,tfr1_l51_s694877_mpnn7,tfr1-ab,v8,GS5,25,147,51.23,80.79,66.01,51.23,35.31,19.28,0.51,False,True,True,False,False,,False
fusion_s311742m16_s422992m5_v10,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v10,PAPAP,5,165,54.26,76.92,65.59,54.26,43.1,17.47,0.6,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v5,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,ab-tfr1,v5,PAPAP,5,157,79.3,51.04,65.17,51.04,48.44,21.38,0.55,False,False,True,False,False,,False
