id,ab42_design,tfr1_design,domain_order,linker_id,linker_name,linker_len,total_len,arm1_plddt,arm2_plddt,mean_arm_plddt,min_arm_plddt,linker_plddt,inter_domain_pae,ptm,pass_arm1_plddt,pass_arm2_plddt,pass_inter_pae,pass_ptm_soft,pass_all,rank,panel_selected
fusion_s311742m16_s255454m5_v6,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v6,GS3,15,156,43.99,80.2,62.09,43.99,33.76,19.42,0.58,False,True,True,False,False,,False
fusion_s311742m16_s255454m5_v8,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v8,GS5,25,166,43.65,80.33,61.99,43.65,35.61,18.18,0.56,False,True,True,False,False,,False
fusion_s480128m17_s422992m5_v7,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,172,46.85,76.55,61.7,46.85,40.15,17.31,0.58,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v8,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,177,47.65,74.93,61.29,47.65,38.3,19.46,0.53,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v3,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,ab-tfr1,v3,GS5,25,177,75.19,47.19,61.19,47.19,35.65,19.21,0.54,False,False,True,False,False,,False
fusion_s311742m16_s255454m5_v7,ab42_l90_s311742_mpnn16,tfr1_l51_s255454_mpnn5,tfr1-ab,v7,GS4,20,161,42.05,79.34,60.7,42.05,35.17,20.49,0.55,False,False,True,False,False,,False
fusion_s480128m17_s422992m5_v1,ab42_l82_s480128_mpnn17,tfr1_l70_s422992_mpnn5,ab-tfr1,v1,GS3,15,167,76.35,43.23,59.79,43.23,37.24,21.19,0.54,False,False,True,False,False,,False
fusion_s967366m11_s766452m12_v1,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v1,GS3,15,157,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v2,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v2,GS4,20,162,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v3,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v3,GS5,25,167,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v4,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v4,EAAAK,17,159,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v5,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,147,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v6,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v6,GS3,15,157,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v7,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v7,GS4,20,162,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v8,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v8,GS5,25,167,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v9,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,159,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s766452m12_v10,ab42_l82_s967366_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v10,PAPAP,5,147,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v1,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v1,GS3,15,167,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v2,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v2,GS4,20,172,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v3,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v3,GS5,25,177,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v4,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v4,EAAAK,17,169,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v5,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v5,PAPAP,5,157,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v6,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,167,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v7,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,172,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v8,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,177,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v9,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v9,EAAAK,17,169,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s422992m5_v10,ab42_l82_s967366_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v10,PAPAP,5,157,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v1,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v1,GS3,15,150,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v2,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v2,GS4,20,155,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v3,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v3,GS5,25,160,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v4,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v4,EAAAK,17,152,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v5,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v5,PAPAP,5,140,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v6,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,150,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v7,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,155,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v8,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,160,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v9,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v9,EAAAK,17,152,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s938332m1_v10,ab42_l82_s967366_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v10,PAPAP,5,140,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v1,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v1,GS3,15,148,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v2,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v2,GS4,20,153,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v3,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v3,GS5,25,158,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v4,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v4,EAAAK,17,150,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v5,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v5,PAPAP,5,138,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v6,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v6,GS3,15,148,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v7,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v7,GS4,20,153,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v8,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v8,GS5,25,158,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v9,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,150,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s255454m5_v10,ab42_l82_s967366_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v10,PAPAP,5,138,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v1,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v1,GS3,15,148,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v2,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v2,GS4,20,153,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v3,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v3,GS5,25,158,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v4,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v4,EAAAK,17,150,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v5,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,138,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v6,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v6,GS3,15,148,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v7,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v7,GS4,20,153,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v8,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v8,GS5,25,158,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v9,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v9,EAAAK,17,150,,,,,,,,False,False,False,False,False,,False
fusion_s967366m11_s694877m7_v10,ab42_l82_s967366_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v10,PAPAP,5,138,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v1,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v1,GS3,15,164,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v2,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v2,GS4,20,169,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v3,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v3,GS5,25,174,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v4,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v4,EAAAK,17,166,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v5,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,154,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v6,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v6,GS3,15,164,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v7,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v7,GS4,20,169,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v8,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v8,GS5,25,174,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v9,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,166,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s766452m12_v10,ab42_l89_s578974_mpnn11,tfr1_l60_s766452_mpnn12,tfr1-ab,v10,PAPAP,5,154,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v1,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v1,GS3,15,174,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v2,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v2,GS4,20,179,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v3,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v3,GS5,25,184,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v4,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v4,EAAAK,17,176,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v5,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,ab-tfr1,v5,PAPAP,5,164,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v6,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,174,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v7,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,179,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v8,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,184,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v9,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v9,EAAAK,17,176,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s422992m5_v10,ab42_l89_s578974_mpnn11,tfr1_l70_s422992_mpnn5,tfr1-ab,v10,PAPAP,5,164,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v1,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v1,GS3,15,157,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v2,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v2,GS4,20,162,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v3,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v3,GS5,25,167,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v4,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v4,EAAAK,17,159,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v5,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,ab-tfr1,v5,PAPAP,5,147,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v6,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v6,GS3,15,157,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v7,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v7,GS4,20,162,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v8,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v8,GS5,25,167,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v9,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v9,EAAAK,17,159,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s938332m1_v10,ab42_l89_s578974_mpnn11,tfr1_l53_s938332_mpnn1,tfr1-ab,v10,PAPAP,5,147,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v1,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v1,GS3,15,155,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v2,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v2,GS4,20,160,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v3,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v3,GS5,25,165,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v4,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v4,EAAAK,17,157,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v5,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,ab-tfr1,v5,PAPAP,5,145,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v6,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v6,GS3,15,155,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v7,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v7,GS4,20,160,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v8,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v8,GS5,25,165,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v9,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v9,EAAAK,17,157,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s255454m5_v10,ab42_l89_s578974_mpnn11,tfr1_l51_s255454_mpnn5,tfr1-ab,v10,PAPAP,5,145,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v1,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v1,GS3,15,155,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v2,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v2,GS4,20,160,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v3,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v3,GS5,25,165,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v4,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v4,EAAAK,17,157,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v5,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,ab-tfr1,v5,PAPAP,5,145,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v6,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v6,GS3,15,155,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v7,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v7,GS4,20,160,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v8,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v8,GS5,25,165,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v9,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v9,EAAAK,17,157,,,,,,,,False,False,False,False,False,,False
fusion_s578974m11_s694877m7_v10,ab42_l89_s578974_mpnn11,tfr1_l51_s694877_mpnn7,tfr1-ab,v10,PAPAP,5,145,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v1,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v1,GS3,15,165,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v2,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v2,GS4,20,170,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v3,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v3,GS5,25,175,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v4,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v4,EAAAK,17,167,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v5,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,ab-tfr1,v5,PAPAP,5,155,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v6,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v6,GS3,15,165,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v7,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v7,GS4,20,170,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v8,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v8,GS5,25,175,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v9,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v9,EAAAK,17,167,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s766452m12_v10,ab42_l90_s311742_mpnn16,tfr1_l60_s766452_mpnn12,tfr1-ab,v10,PAPAP,5,155,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v1,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,ab-tfr1,v1,GS3,15,175,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v2,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,ab-tfr1,v2,GS4,20,180,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v3,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,ab-tfr1,v3,GS5,25,185,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v4,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,ab-tfr1,v4,EAAAK,17,177,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v5,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,ab-tfr1,v5,PAPAP,5,165,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v6,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v6,GS3,15,175,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v7,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v7,GS4,20,180,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v8,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v8,GS5,25,185,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v9,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v9,EAAAK,17,177,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s422992m5_v10,ab42_l90_s311742_mpnn16,tfr1_l70_s422992_mpnn5,tfr1-ab,v10,PAPAP,5,165,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s938332m1_v1,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,ab-tfr1,v1,GS3,15,158,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s938332m1_v2,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,ab-tfr1,v2,GS4,20,163,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s938332m1_v3,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,ab-tfr1,v3,GS5,25,168,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s938332m1_v4,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,ab-tfr1,v4,EAAAK,17,160,,,,,,,,False,False,False,False,False,,False
fusion_s311742m16_s938332m1_v5,ab42_l90_s311742_mpnn16,tfr1_l53_s938332_mpnn1,ab-tfr1,v5,PAPAP,5,148,,,,,,,,False,False,False,False,False,,False
